,,Ciclo Respiratorio,Normal,Crepitancia,Sibilancia,Varianza,Rango,Suma de Promedios,Promedio de Espectros
101_1b1_Pr_sc_Meditron.wav,10,11.0,1,0.0,0.0,8.866284498188398e-06,0.03877937505836161,1.8469013461292802e-06,1.7731506784264873e-05
102_1b1_Ar_sc_Meditron.wav,0,1.0,1,0.0,0.0,3.668559996753732e-06,0.026341995224244106,-4.43233213876124e-08,7.3366679220352805e-06
102_1b1_Ar_sc_Meditron.wav,1,2.0,1,0.0,0.0,5.416217058257853e-06,0.028470362117318335,-1.1132420604362559e-08,1.083211861485215e-05
102_1b1_Ar_sc_Meditron.wav,2,3.0,1,0.0,0.0,2.701007786759719e-06,0.02318956721794385,4.781858272439158e-07,5.401772305232779e-06
102_1b1_Ar_sc_Meditron.wav,3,4.0,1,0.0,0.0,1.0079192313029464e-05,0.07564639935463505,8.794272094382552e-07,2.0157696767442053e-05
102_1b1_Ar_sc_Meditron.wav,4,5.0,1,0.0,0.0,5.968418276171435e-06,0.029488602152302125,1.1171850909863341e-07,1.1936449896585144e-05
102_1b1_Ar_sc_Meditron.wav,5,6.0,1,0.0,0.0,9.07520773222167e-06,0.0345719982054602,3.557543096113605e-07,1.8149367639973628e-05
102_1b1_Ar_sc_Meditron.wav,6,7.0,1,0.0,0.0,4.571850642603864e-06,0.024454020885328595,-1.0700439672145785e-06,9.1431209538238e-06
102_1b1_Ar_sc_Meditron.wav,7,8.0,1,0.0,0.0,7.509960877592525e-06,0.031167292205005886,6.644011962273616e-07,1.5019581182835601e-05
102_1b1_Ar_sc_Meditron.wav,8,9.0,1,0.0,0.0,4.87942170357185e-06,0.02558048559884609,-3.7566675784458786e-08,9.7585715730655e-06
102_1b1_Ar_sc_Meditron.wav,9,10.0,1,0.0,0.0,5.181789508729959e-06,0.026973906429543823,1.2611204846990184e-08,1.0363307193008951e-05
102_1b1_Ar_sc_Meditron.wav,10,11.0,1,0.0,0.0,6.154357567817914e-06,0.028385061778583597,3.0077113688714086e-07,1.230797091197444e-05
102_1b1_Ar_sc_Meditron.wav,11,12.0,1,0.0,0.0,6.678326782129877e-06,0.03088884619409195,1.6897588884498075e-07,1.3355940981376477e-05
102_1b1_Ar_sc_Meditron.wav,12,13.0,1,0.0,0.0,2.932957848592144e-05,0.03720253170764115,-1.3485803411894915e-06,5.864482188949396e-05
103_2b2_Ar_mc_LittC2SE.wav,0,1.0,0,0.0,1.0,3.2224592816766815e-05,0.07194530578412084,1.038878119369558e-06,6.444817288665855e-05
103_2b2_Ar_mc_LittC2SE.wav,1,2.0,1,0.0,0.0,1.6821688818786752e-05,0.05820213125678981,-4.247234166383259e-07,3.3642476443486986e-05
103_2b2_Ar_mc_LittC2SE.wav,2,3.0,0,0.0,1.0,1.742417223386503e-05,0.08642009266105749,8.082274805171601e-08,3.484764872534728e-05
103_2b2_Ar_mc_LittC2SE.wav,3,4.0,0,0.0,1.0,2.7416460287509174e-05,0.08630132962289905,-3.6499809097605015e-07,5.483211085056438e-05
103_2b2_Ar_mc_LittC2SE.wav,4,5.0,0,0.0,1.0,1.966005023201632e-05,0.05263237711126349,-3.671848125078306e-07,3.93188003251422e-05
103_2b2_Ar_mc_LittC2SE.wav,5,6.0,1,0.0,0.0,1.354549020815129e-05,0.05092289845811408,-3.2746822520293583e-07,2.7090157532504016e-05
104_1b1_Al_sc_Litt3200.wav,0,1.0,1,0.0,0.0,0.0019951267724671526,0.7043556222690732,1.5393390148604407e-07,0.003990157143370115
104_1b1_Al_sc_Litt3200.wav,1,2.0,1,0.0,0.0,0.001669379997079778,0.7254491307933248,-2.2108429013449913e-07,0.0033386793360933114
104_1b1_Al_sc_Litt3200.wav,2,3.0,1,0.0,0.0,0.0011702246772451914,0.5863659561959405,-8.606741464591526e-08,0.0023403591324729386
104_1b1_Al_sc_Litt3200.wav,3,4.0,1,0.0,0.0,0.0020594935047069016,0.6909466042331405,1.9123164871825958e-07,0.0041188126902716735
104_1b1_Al_sc_Litt3200.wav,4,5.0,1,0.0,0.0,0.0007300769938783861,0.5966733640815944,-1.5299272642161897e-07,0.0014601388270915618
104_1b1_Al_sc_Litt3200.wav,5,6.0,1,0.0,0.0,0.000767330432498241,0.25240978514647955,-1.049203398063425e-06,0.0015346393711468313
104_1b1_Ar_sc_Litt3200.wav,0,1.0,0,0.0,1.0,0.0005350752543065087,0.3419091568511141,-2.5586338815196546e-06,0.0010700614184940844
104_1b1_Ar_sc_Litt3200.wav,1,2.0,0,0.0,1.0,0.001061128934046163,0.5004688651523753,4.067193780232239e-07,0.0021221782665069365
104_1b1_Ar_sc_Litt3200.wav,2,3.0,0,0.0,1.0,0.0019221204923076858,0.7347509015533331,-3.8094702024087496e-07,0.003844078492393518
104_1b1_Ar_sc_Litt3200.wav,3,4.0,0,0.0,1.0,0.0019256780163937552,0.7842226380848425,2.338909378758312e-07,0.0038511903830656695
104_1b1_Ar_sc_Litt3200.wav,4,5.0,0,0.0,1.0,0.0021754676194675336,0.6786718735810475,6.805383366613922e-07,0.004350832844714061
104_1b1_Ar_sc_Litt3200.wav,5,6.0,0,0.0,1.0,0.001285804288098324,0.561321674134013,-2.0538309015447326e-07,0.0025715323939304972
104_1b1_Ar_sc_Litt3200.wav,6,7.0,0,0.0,1.0,0.002039217985420666,0.728170727123692,-6.907674293528574e-08,0.004078217872661074
104_1b1_Ar_sc_Litt3200.wav,7,8.0,0,0.0,1.0,0.0016678116229179383,0.716998892923495,1.4196773143261903e-07,0.0033354727349051926
104_1b1_Ar_sc_Litt3200.wav,8,9.0,0,0.0,1.0,0.001288262691246031,0.6858650635525056,5.499193487683269e-07,0.0025764168926448064
104_1b1_Ar_sc_Litt3200.wav,9,10.0,0,0.0,1.0,0.0016390575483703883,0.6876106598874332,-2.44292884454773e-07,0.0032780559399375004
104_1b1_Ar_sc_Litt3200.wav,10,11.0,1,0.0,0.0,0.0006255106231720784,0.18569402320101802,1.3340945849155749e-07,0.0012510031087670066
104_1b1_Ar_sc_Litt3200.wav,11,12.0,1,0.0,0.0,0.0006047688415269031,0.19144944126037955,-7.170523543688293e-08,0.0012093961504440406
104_1b1_Ar_sc_Litt3200.wav,12,13.0,1,0.0,0.0,0.0002372156528389334,0.19062569118560013,5.114186359559523e-07,0.0004744187459461552
104_1b1_Ar_sc_Litt3200.wav,13,14.0,1,0.0,0.0,0.0003424367404101994,0.18864860397116412,-3.5160521346453526e-06,0.000684839723255295
104_1b1_Ll_sc_Litt3200.wav,0,1.0,1,0.0,0.0,0.00012507424699985468,0.2262330449296266,2.462601830675016e-08,0.00025013629579938757
104_1b1_Ll_sc_Litt3200.wav,1,2.0,1,0.0,0.0,5.6310892818119906e-05,0.16638928599041503,4.732187692075559e-08,0.00011261908292960101
104_1b1_Ll_sc_Litt3200.wav,2,3.0,1,0.0,0.0,3.8740385639632144e-05,0.13054546257364424,1.6284065957535415e-07,7.747728382500495e-05
104_1b1_Ll_sc_Litt3200.wav,3,4.0,1,0.0,0.0,0.0002299537913667061,0.3890504766172156,1.8347024191446706e-07,0.0004598977548083175
104_1b1_Ll_sc_Litt3200.wav,4,5.0,0,1.0,0.0,6.386448481782571e-05,0.1583338623618391,1.8829806408778107e-07,0.00012772157834060855
104_1b1_Ll_sc_Litt3200.wav,5,6.0,1,0.0,0.0,3.935396087418024e-05,0.1592400151585972,-1.3022449717922242e-07,7.87048514178846e-05
104_1b1_Ll_sc_Litt3200.wav,6,7.0,1,0.0,0.0,6.069736339637875e-05,0.09266504368443398,-6.008559437790512e-07,0.00012139281488412374
104_1b1_Lr_sc_Litt3200.wav,0,1.0,1,0.0,0.0,0.00010332873871076359,0.20678649103409885,1.3032286096737563e-06,0.00020664756103585437
104_1b1_Lr_sc_Litt3200.wav,1,2.0,1,0.0,0.0,0.00012125495925076662,0.20047650804355632,-6.544828190334403e-07,0.00024249599715144693
104_1b1_Lr_sc_Litt3200.wav,2,3.0,1,0.0,0.0,9.628967818507334e-05,0.18875501595384273,1.9609360719172761e-07,0.00019257141822685026
104_1b1_Lr_sc_Litt3200.wav,3,4.0,1,0.0,0.0,8.07319559115307e-05,0.1671246509487127,2.018601091613268e-07,0.00016145784403231262
104_1b1_Lr_sc_Litt3200.wav,4,5.0,1,0.0,0.0,5.4527464720554005e-05,0.08452358148552137,-7.976810943904894e-07,0.00010905413094847787
104_1b1_Pl_sc_Litt3200.wav,0,1.0,1,0.0,0.0,0.0044685341450595465,0.7921317322536473,2.715740488616759e-07,0.008936688280412055
104_1b1_Pl_sc_Litt3200.wav,1,2.0,1,0.0,0.0,0.002762837078762093,0.8408391354558877,-1.0269266360811508e-05,0.005525330691949999
104_1b1_Pl_sc_Litt3200.wav,2,3.0,1,0.0,0.0,0.0022619187644633727,0.843386197081932,5.968362100798881e-08,0.0045236528674225856
104_1b1_Pl_sc_Litt3200.wav,3,4.0,1,0.0,0.0,0.002758282501854167,0.9051942092060611,3.367668891744452e-08,0.005516463416992737
104_1b1_Pl_sc_Litt3200.wav,4,5.0,1,0.0,0.0,0.001802915130650221,0.6186888909634625,-7.376532053663833e-07,0.003605715582985355
104_1b1_Pl_sc_Litt3200.wav,5,6.0,1,0.0,0.0,0.0010326348876154767,0.24252829090135225,-1.0946419962193567e-06,0.0020650408096239427
104_1b1_Pl_sc_Litt3200.wav,6,7.0,1,0.0,0.0,0.001774339682425293,0.2564400864593652,-2.4647968672576355e-06,0.0035482514006242405
104_1b1_Pl_sc_Litt3200.wav,7,8.0,1,0.0,0.0,0.000894326937563649,0.24116369774931987,-1.3747236916182506e-06,0.0017885459428393952
104_1b1_Pl_sc_Litt3200.wav,8,9.0,1,0.0,0.0,0.0008220398993873303,0.22321302737696758,-2.3978280881680302e-08,0.0016440551919587414
104_1b1_Pl_sc_Litt3200.wav,9,10.0,1,0.0,0.0,0.0014386019162546662,0.2354529196602056,2.4837776623150164e-08,0.0028771242726201474
104_1b1_Pl_sc_Litt3200.wav,10,11.0,1,0.0,0.0,0.0009923360546917645,0.26973778700456263,-1.4529491825099421e-08,0.001984634716360141
104_1b1_Pl_sc_Litt3200.wav,11,12.0,1,0.0,0.0,0.0005524685633209494,0.18613305258891139,2.499102571514012e-07,0.0011048736208584262
104_1b1_Pl_sc_Litt3200.wav,12,13.0,1,0.0,0.0,0.00034630404106790377,0.17079205686905097,-1.6613783214553955e-06,0.000692581236861306
104_1b1_Pr_sc_Litt3200.wav,0,1.0,1,0.0,0.0,0.0007960501949739954,0.5914663742094699,4.868140700659569e-08,0.0015920539797923293
104_1b1_Pr_sc_Litt3200.wav,1,2.0,1,0.0,0.0,0.002381337199880446,0.6670810737555589,3.012218664301485e-08,0.004762463035344271
104_1b1_Pr_sc_Litt3200.wav,2,3.0,1,0.0,0.0,0.0014480948990656564,0.7494304097273843,-4.2176854074786063e-07,0.002896134170638262
104_1b1_Pr_sc_Litt3200.wav,3,4.0,1,0.0,0.0,0.001733485395198247,0.6990479381807171,-5.657704369544708e-08,0.0034668506805475277
104_1b1_Pr_sc_Litt3200.wav,4,5.0,1,0.0,0.0,0.0017967414039043541,0.6837922123390188,1.371145817292994e-07,0.0035934083623393107
104_1b1_Pr_sc_Litt3200.wav,5,6.0,1,0.0,0.0,0.003638583115254723,0.5400665552754289,2.9409512731185617e-07,0.007276973967200841
104_1b1_Pr_sc_Litt3200.wav,6,7.0,1,0.0,0.0,0.0013559185466274068,0.3609886375301953,-1.6064504538898424e-07,0.0027117340990621343
104_1b1_Pr_sc_Litt3200.wav,7,8.0,1,0.0,0.0,0.0031653453273341654,0.3319288986752078,-1.012610977703588e-06,0.006330309929947697
104_1b1_Pr_sc_Litt3200.wav,8,9.0,1,0.0,0.0,0.002298653443145116,0.42060750045236095,5.415501778594391e-08,0.004597078039314957
104_1b1_Pr_sc_Litt3200.wav,9,10.0,1,0.0,0.0,0.0024436639287036908,0.4087481825314317,5.034170442530076e-06,0.00488718194960175
105_1b1_Tc_sc_Meditron.wav,0,1.0,1,0.0,0.0,0.0008678845170737245,0.4166006148920984,-1.1391150413989517e-06,0.0017357339397472429
105_1b1_Tc_sc_Meditron.wav,1,2.0,1,0.0,0.0,0.000551216201303863,0.2591676267324362,7.341478216352187e-08,0.001102413173688404
105_1b1_Tc_sc_Meditron.wav,2,3.0,1,0.0,0.0,0.00036478464405879213,0.2252455598894812,2.51457016390567e-07,0.0007295566984836219
105_1b1_Tc_sc_Meditron.wav,3,4.0,1,0.0,0.0,0.00047104339202899036,0.24876592025856883,1.1938811506790857e-07,0.000942056580256113
105_1b1_Tc_sc_Meditron.wav,4,5.0,1,0.0,0.0,0.0003523563208604236,0.22268239543705576,1.756243854853702e-08,0.0007047020873904333
105_1b1_Tc_sc_Meditron.wav,5,6.0,1,0.0,0.0,0.00034408411183632344,0.19644306173603196,-2.6768592229586427e-09,0.0006881571370599442
105_1b1_Tc_sc_Meditron.wav,6,7.0,1,0.0,0.0,0.00020344930463751928,0.14874308180102325,-9.240149455249483e-08,0.0004068920842813039
105_1b1_Tc_sc_Meditron.wav,7,8.0,1,0.0,0.0,0.00017873979049215567,0.462958778085649,5.483058670018262e-07,0.0003574435592611166
106_2b1_Pl_mc_LittC2SE.wav,0,1.0,0,1.0,0.0,0.00013904230350527509,0.27033841077933807,2.477640476503921e-06,0.0002780727549623462
106_2b1_Pl_mc_LittC2SE.wav,1,2.0,0,1.0,0.0,0.0007449222847418552,0.40817252382886504,4.088591995808078e-07,0.0014897895733755712
106_2b1_Pl_mc_LittC2SE.wav,2,3.0,1,0.0,0.0,5.386243789717171e-05,0.1660923302720934,1.146339828649387e-06,0.00010772105616962991
106_2b1_Pl_mc_LittC2SE.wav,3,4.0,0,1.0,0.0,0.0008953002569438575,0.39196140226551096,1.1001826778579674e-07,0.001790534415677531
106_2b1_Pl_mc_LittC2SE.wav,4,5.0,0,1.0,0.0,0.0006773194925690834,0.378294674475956,-3.890566594381467e-07,0.0013545871666474183
106_2b1_Pl_mc_LittC2SE.wav,5,6.0,0,1.0,0.0,0.0007898378732408928,0.28820692134678133,1.5092233004619497e-06,0.0015796458973501108
106_2b1_Pl_mc_LittC2SE.wav,6,7.0,0,1.0,0.0,0.0007256789000721802,0.3585023651108975,-5.855769295918927e-07,0.0014513026301211675
106_2b1_Pl_mc_LittC2SE.wav,7,8.0,0,1.0,0.0,0.00030417356707869144,0.3338647050667993,-1.185873938901071e-06,0.000608324277712607
106_2b1_Pl_mc_LittC2SE.wav,8,9.0,0,1.0,0.0,0.0014564692532078646,0.25387913374527216,-1.789386903715268e-05,0.0029127640162691848
106_2b1_Pr_mc_LittC2SE.wav,0,1.0,0,0.0,1.0,0.0002966638838279248,0.1913323249679985,-8.566557577649666e-07,0.0005933144140420654
106_2b1_Pr_mc_LittC2SE.wav,1,2.0,0,0.0,1.0,0.0012095238233678204,0.34859029325064084,-8.278299054629689e-07,0.0024189598856107415
106_2b1_Pr_mc_LittC2SE.wav,2,3.0,1,0.0,0.0,0.00011915544418537471,0.1274592158975864,-3.135727465079451e-08,0.0002383065895236397
106_2b1_Pr_mc_LittC2SE.wav,3,4.0,0,0.0,1.0,0.0021479479561938132,0.533129493747798,1.8973629958097164e-07,0.004295818419496501
106_2b1_Pr_mc_LittC2SE.wav,4,5.0,0,0.0,1.0,0.0013080408393462742,0.3821502260667799,5.006871743318355e-07,0.002615983388878954
106_2b1_Pr_mc_LittC2SE.wav,5,6.0,0,0.0,1.0,0.0015619135774944705,0.29761831376615655,-2.2856748063787828e-07,0.0031237047671518084
106_2b1_Pr_mc_LittC2SE.wav,6,7.0,0,0.0,1.0,0.0008197559216623134,0.2869385292930524,-1.8650219079141903e-07,0.0016394817539133193
106_2b1_Pr_mc_LittC2SE.wav,7,8.0,0,0.0,1.0,0.0006638826896803232,0.29222407126849925,-1.8131965423126295e-06,0.0013277393580111501
106_2b1_Pr_mc_LittC2SE.wav,8,9.0,1,0.0,0.0,0.00202163839552921,0.3031997344383013,-4.047732444116186e-05,0.004043063087211111
107_2b3_Al_mc_AKGC417L.wav,0,1.0,0,1.0,0.0,0.0017669567610355049,0.3251301612614346,6.492491614083446e-06,0.0035338200224011487
107_2b3_Al_mc_AKGC417L.wav,1,2.0,0,1.0,0.0,0.0030450746740958872,0.8767664216123989,-6.455643994076458e-06,0.006090048031449999
107_2b3_Al_mc_AKGC417L.wav,2,3.0,0,1.0,0.0,0.003221120693570117,0.623310847783082,4.464929885224872e-06,0.006442128847111811
107_2b3_Al_mc_AKGC417L.wav,3,4.0,0,1.0,0.0,0.003344363529659514,0.5588269192766263,8.742080323077791e-06,0.006688610705301365
107_2b3_Al_mc_AKGC417L.wav,4,5.0,0,1.0,0.0,0.0029670031759983805,0.6812384937358753,-1.6971352783464059e-06,0.005933804473846389
107_2b3_Al_mc_AKGC417L.wav,5,6.0,0,1.0,0.0,0.003558619068113677,0.6471573693916111,1.3190906783365044e-06,0.0071169656539097305
107_2b3_Al_mc_AKGC417L.wav,6,7.0,0,1.0,0.0,0.002548606854077642,0.4894165215669224,5.928957652039014e-06,0.0050971208356658864
107_2b3_Al_mc_AKGC417L.wav,7,8.0,1,0.0,0.0,0.0036644148935505378,0.5048845924335591,-3.276068995099465e-06,0.007328194981575992
107_2b3_Ar_mc_AKGC417L.wav,0,1.0,0,1.0,0.0,0.0039687257862585,0.9673137913210967,-1.7651270046297651e-06,0.007937241564802628
107_2b3_Ar_mc_AKGC417L.wav,1,2.0,0,1.0,1.0,0.005293385922154582,1.6236873338477738,-2.8342277781517956e-06,0.01058659572100448
107_2b3_Ar_mc_AKGC417L.wav,2,3.0,0,1.0,1.0,0.002977760640700509,1.1980157465263637,1.2253749540349791e-05,0.0059554172439249264
107_2b3_Ar_mc_AKGC417L.wav,3,4.0,0,1.0,1.0,0.007791312194694683,1.9769645680484023,-5.010770533250857e-06,0.01558235332122687
107_2b3_Ar_mc_AKGC417L.wav,4,5.0,0,1.0,1.0,0.003337300210451585,1.1991337150878514,2.346189351263986e-06,0.006674373347336427
107_2b3_Ar_mc_AKGC417L.wav,5,6.0,0,1.0,1.0,0.005826568414139065,1.6148547677820293,6.214294345538254e-06,0.011652690689808431
107_2b3_Ar_mc_AKGC417L.wav,6,7.0,0,1.0,1.0,0.004101892606355354,1.1439199788061956,-2.416068275981626e-06,0.008203635737723232
107_2b3_Ar_mc_AKGC417L.wav,7,8.0,0,1.0,1.0,0.0085611989759538,1.5660532400501006,2.0078656339354813e-05,0.017120914851175516
107_2b3_Ll_mc_AKGC417L.wav,0,1.0,0,1.0,0.0,0.001254765731464298,0.4830397195373135,-1.1430244300147593e-05,0.002509465066181243
107_2b3_Ll_mc_AKGC417L.wav,1,2.0,0,1.0,0.0,0.002717489636089904,0.8669749218659193,-4.2879350045709096e-08,0.005434888854956846
107_2b3_Ll_mc_AKGC417L.wav,2,3.0,0,1.0,0.0,0.002383704089855812,0.8382730510982994,2.86456362334104e-06,0.004767324897478034
107_2b3_Ll_mc_AKGC417L.wav,3,4.0,0,1.0,0.0,0.0028097994912601476,0.9558075626158952,-4.0501472296920925e-06,0.005619501226562627
107_2b3_Ll_mc_AKGC417L.wav,4,5.0,0,1.0,0.0,0.0028225601271610313,1.15493267002384,-3.597778057467239e-06,0.005644928204235162
107_2b3_Ll_mc_AKGC417L.wav,5,6.0,0,1.0,0.0,0.0033119868074917938,0.9642682410302803,1.2815734802392497e-07,0.0066237200172188475
107_2b3_Ll_mc_AKGC417L.wav,6,7.0,0,1.0,0.0,0.0017998594913704099,0.6477260078931525,1.7901722610808356e-06,0.0035996533949742083
107_2b3_Ll_mc_AKGC417L.wav,7,8.0,0,1.0,0.0,0.003296702844080571,0.9512961614211695,1.1628294886999464e-05,0.006592834583294257
107_2b3_Lr_mc_AKGC417L.wav,0,1.0,1,0.0,0.0,0.00077156494889129,0.22058101468605962,-2.677459139325498e-06,0.0015430890699199018
107_2b3_Lr_mc_AKGC417L.wav,1,2.0,0,1.0,0.0,0.0020355491698065896,0.8581166724407889,-1.7812670329784417e-06,0.004071030612141216
107_2b3_Lr_mc_AKGC417L.wav,2,3.0,0,1.0,0.0,0.001690368170705867,0.8911336371240701,1.7035956756872507e-06,0.0033806772830590436
107_2b3_Lr_mc_AKGC417L.wav,3,4.0,0,1.0,0.0,0.001435861069384405,0.676235663673368,-9.73754086828412e-07,0.0028716721836120978
107_2b3_Lr_mc_AKGC417L.wav,4,5.0,0,1.0,0.0,0.002331543855515417,0.9639082639676217,-9.962894725998762e-07,0.004662929070229614
107_2b3_Lr_mc_AKGC417L.wav,5,6.0,0,1.0,0.0,0.00161300903234246,0.6914234323316535,-5.867867980552947e-07,0.0032258945571020455
107_2b3_Lr_mc_AKGC417L.wav,6,7.0,0,1.0,0.0,0.0033919491285480546,1.0968319658073575,-7.889038582989479e-07,0.0067837746527987354
107_2b3_Lr_mc_AKGC417L.wav,7,8.0,0,1.0,0.0,0.004257073067420307,0.8394327998059673,-3.4143471902448717e-06,0.008513408660077963
107_2b3_Pl_mc_AKGC417L.wav,0,1.0,1,0.0,0.0,0.01957375142356173,1.4610882402236431,1.276288442324521e-05,0.03914646708929599
107_2b3_Pl_mc_AKGC417L.wav,1,2.0,1,0.0,0.0,0.008070439197277249,1.2585096429634781,6.631914345384809e-06,0.016140609872205558
107_2b3_Pl_mc_AKGC417L.wav,2,3.0,1,0.0,0.0,0.03530158863701474,2.097771917559849,-9.51103225386143e-06,0.0706019439014966
107_2b3_Pl_mc_AKGC417L.wav,3,4.0,1,0.0,0.0,0.018571351218861224,1.473625783195211,-1.215848420556574e-05,0.037142056320364526
107_2b3_Pl_mc_AKGC417L.wav,4,5.0,1,0.0,0.0,0.031450350721415436,2.1435764953196266,2.1567514339193003e-05,0.06289856152647233
107_2b3_Pl_mc_AKGC417L.wav,5,6.0,1,0.0,0.0,0.04470738259337878,1.9294856563658236,6.199682633513209e-06,0.08941134195684994
107_2b3_Pl_mc_AKGC417L.wav,6,7.0,1,0.0,0.0,0.016609275980471863,1.507473528109078,-3.1147032127814898e-06,0.033217946710744024
107_2b3_Pl_mc_AKGC417L.wav,7,8.0,1,0.0,0.0,0.04831957697389783,2.0341104979391154,5.610335312061057e-07,0.09663078329782185
107_2b3_Pr_mc_AKGC417L.wav,0,1.0,1,0.0,0.0,0.009609847479894013,1.2009472761966955,1.3671058296125717e-05,0.01921918644843868
107_2b3_Pr_mc_AKGC417L.wav,1,2.0,0,1.0,0.0,0.007283876071784523,1.1188111635082005,6.522443865289201e-06,0.014567509792011171
107_2b3_Pr_mc_AKGC417L.wav,2,3.0,0,1.0,1.0,0.014220166151693001,1.3882539684848627,8.872098172674736e-06,0.02843983547695349
107_2b3_Pr_mc_AKGC417L.wav,3,4.0,1,0.0,0.0,0.010011469504234363,1.2500633733359345,-1.4838650904959307e-06,0.020022590698636624
107_2b3_Pr_mc_AKGC417L.wav,4,5.0,0,1.0,0.0,0.012829858025592049,1.405215488310355,1.1971605313327602e-05,0.025658843093571956
107_2b3_Pr_mc_AKGC417L.wav,5,6.0,0,1.0,1.0,0.012594952422322597,1.4533704422209124,1.302110240413593e-05,0.02518894045318865
107_2b3_Pr_mc_AKGC417L.wav,6,7.0,0,1.0,0.0,0.014492835462770774,1.588499602525099,4.368370135104611e-06,0.02898514279947702
107_2b3_Pr_mc_AKGC417L.wav,7,8.0,0,1.0,1.0,0.02237845387978728,1.483596055734004,-9.69247541683083e-07,0.044753031024385354
107_2b3_Tc_mc_AKGC417L.wav,0,1.0,1,0.0,0.0,0.0007584624794822179,0.6133466148923451,-3.2231815305377812e-06,0.0015168848244274749
107_2b3_Tc_mc_AKGC417L.wav,1,2.0,1,0.0,0.0,0.0005779713301622509,0.636179208341061,1.8902893303414146e-06,0.001155923429869331
107_2b3_Tc_mc_AKGC417L.wav,2,3.0,1,0.0,0.0,0.0006364955579920426,0.3676902060528304,3.045037959764185e-07,0.0012729688780007864
107_2b3_Tc_mc_AKGC417L.wav,3,4.0,0,1.0,0.0,0.0005744631386829556,0.3055622627681972,-1.1096441982209028e-06,0.0011489062911731447
107_2b3_Tc_mc_AKGC417L.wav,4,5.0,1,0.0,0.0,0.0005049053474294136,0.29702673224931997,-5.267168789868711e-07,0.0010097763405451966
