,,Ciclo Respiratorio,Crepitancia,Sibilancia,Varianza,Rango,Suma de Promedios,Promedio de Espectros
103_2b2_Ar_mc_LittC2SE.wav,2,3.0,0.0,1.0,6.279518809312781e-06,0.08312259787791329,-9.55293595642443e-07,1.2558786879174611e-05
103_2b2_Ar_mc_LittC2SE.wav,3,4.0,0.0,1.0,1.3594101831254045e-05,0.08225033083008063,-6.391852831070108e-06,2.718780217097464e-05
103_2b2_Ar_mc_LittC2SE.wav,4,5.0,0.0,1.0,5.549869508737326e-06,0.053978429568944525,9.925331440269164e-07,1.1099371999023526e-05
103_2b2_Ar_mc_LittC2SE.wav,5,6.0,0.0,0.0,2.8627892287002957e-06,0.05001787502324513,1.9435874739699087e-06,5.7254045439549495e-06
104_1b1_Al_sc_Litt3200.wav,0,1.0,0.0,0.0,0.001978914295587932,0.7094287796107006,2.8697677372423495e-06,0.003957732972974493
104_1b1_Al_sc_Litt3200.wav,1,2.0,0.0,0.0,0.0016540725584351013,0.7243847025558081,1.5298795681368555e-06,0.003308065198400936
104_1b1_Al_sc_Litt3200.wav,2,3.0,0.0,0.0,0.0011566933718414672,0.5859120865845203,5.529755417028753e-07,0.0023132975649024826
104_1b1_Al_sc_Litt3200.wav,3,4.0,0.0,0.0,0.002044120428312612,0.6913907383482749,1.4245081038162528e-07,0.004088067838687239
104_1b1_Al_sc_Litt3200.wav,4,5.0,0.0,0.0,0.0007149877729770409,0.5973210494452919,-3.979406248053326e-06,0.0014299606986292845
104_1b1_Al_sc_Litt3200.wav,5,6.0,0.0,0.0,0.0007502714220809794,0.25012279642276536,5.074646015444417e-06,0.0015005218281557379
104_1b1_Ar_sc_Litt3200.wav,0,1.0,0.0,1.0,0.0005253033814725783,0.3383010917118984,-1.960566190597871e-06,0.0010505192998446775
104_1b1_Ar_sc_Litt3200.wav,1,2.0,0.0,1.0,0.0010440351236880119,0.5003726604116834,-2.255688527004018e-06,0.002087991928098901
104_1b1_Ar_sc_Litt3200.wav,2,3.0,0.0,1.0,0.001900198008846056,0.7344504411303907,-1.932492215666673e-06,0.003800235378753161
104_1b1_Ar_sc_Litt3200.wav,3,4.0,0.0,1.0,0.0019090526954035668,0.7845452472258708,8.520976338483573e-06,0.0038179411712204333
104_1b1_Ar_sc_Litt3200.wav,4,5.0,0.0,1.0,0.002159585753385756,0.6735802973075885,-1.1287354703411634e-05,0.00431906986007315
104_1b1_Ar_sc_Litt3200.wav,5,6.0,0.0,1.0,0.0012682300419094988,0.5628032452218052,-1.596573918248342e-06,0.0025363849428045463
104_1b1_Ar_sc_Litt3200.wav,6,7.0,0.0,1.0,0.0020192454376845898,0.72816435482508,3.930342489596729e-06,0.004038274913290282
104_1b1_Ar_sc_Litt3200.wav,7,8.0,0.0,1.0,0.0016496432940386135,0.7167019942102099,1.8117473332982587e-05,0.003299137716739438
104_1b1_Ar_sc_Litt3200.wav,8,9.0,0.0,1.0,0.001274901932390302,0.6857167864279938,1.8117473332982807e-05,0.002549696500097258
104_1b1_Ar_sc_Litt3200.wav,9,10.0,0.0,1.0,0.0016209130214631176,0.6874500752893549,2.469013865755278e-06,0.0032417675409945404
104_1b1_Ar_sc_Litt3200.wav,10,11.0,0.0,0.0,0.0006046785753615846,0.1919511848240975,-1.4205767481342964e-05,0.0012093396172011067
104_1b1_Ar_sc_Litt3200.wav,11,12.0,0.0,0.0,0.0005834038296512849,0.19524395088719487,-1.4205767481343e-05,0.001166671126695584
104_1b1_Ar_sc_Litt3200.wav,12,13.0,0.0,0.0,0.00022033882136911104,0.19279341742238548,-8.195605733191428e-06,0.00044066597657518034
104_1b1_Ar_sc_Litt3200.wav,13,14.0,0.0,0.0,0.0003211886986400289,0.19049121800640784,-2.611102572788041e-06,0.0006423457343562959
104_1b1_Ll_sc_Litt3200.wav,0,1.0,0.0,0.0,0.00012024058016930637,0.22637425798744876,-1.7312561705736957e-06,0.00024046943355457133
104_1b1_Ll_sc_Litt3200.wav,1,2.0,0.0,0.0,5.138123416166649e-05,0.16687195226790766,-9.176316943807666e-07,0.0001027600022213813
104_1b1_Ll_sc_Litt3200.wav,2,3.0,0.0,0.0,3.4072480848465336e-05,0.13178167162240442,-8.774056077453562e-08,6.814189445285192e-05
104_1b1_Ll_sc_Litt3200.wav,3,4.0,0.0,0.0,0.0002247970025716519,0.38843696539895667,1.1603131099199717e-06,0.0004495843976126357
104_1b1_Ll_sc_Litt3200.wav,4,5.0,1.0,0.0,5.92236453309148e-05,0.15813482189976577,-1.8168299952304986e-06,0.00011844043646990428
104_1b1_Ll_sc_Litt3200.wav,5,6.0,0.0,0.0,3.604135581509231e-05,0.15953377920314513,-1.826507415118312e-06,7.20798997436377e-05
104_1b1_Ll_sc_Litt3200.wav,6,7.0,0.0,0.0,5.4472382562153895e-05,0.09678690179975966,1.8029602933541788e-06,0.0001089430492965898
104_1b1_Lr_sc_Litt3200.wav,0,1.0,0.0,0.0,9.016774041238594e-05,0.20995786646134046,-1.1090259929925428e-07,0.0001803268274907592
104_1b1_Lr_sc_Litt3200.wav,1,2.0,0.0,0.0,0.00010637147977446507,0.20626961492560109,-1.2468686561798495e-06,0.0002127307469794956
104_1b1_Lr_sc_Litt3200.wav,2,3.0,0.0,0.0,8.226981516409072e-05,0.191724121845897,-6.33890631706008e-07,0.0001645328479856287
104_1b1_Lr_sc_Litt3200.wav,3,4.0,0.0,0.0,7.028912838739394e-05,0.17023097689037375,2.7642647662881198e-06,0.00014057297386397332
104_1b1_Lr_sc_Litt3200.wav,4,5.0,0.0,0.0,4.3664591400067475e-05,0.08537771822330134,1.3702719640784594e-06,8.732854338191503e-05
104_1b1_Pl_sc_Litt3200.wav,0,1.0,0.0,0.0,0.00444125719814877,0.7886034043230893,7.502177384835874e-06,0.008882136706256028
104_1b1_Pl_sc_Litt3200.wav,1,2.0,0.0,0.0,0.0027340487337597806,0.8425010875493034,-4.8286819602630925e-06,0.005467757580804771
104_1b1_Pl_sc_Litt3200.wav,2,3.0,0.0,0.0,0.002232376022385696,0.8433861970819321,-3.298973186894664e-06,0.0044645697951165315
104_1b1_Pl_sc_Litt3200.wav,3,4.0,0.0,0.0,0.002731036243548826,0.9050907568220965,1.3829699744148459e-06,0.005461971903853561
104_1b1_Pl_sc_Litt3200.wav,4,5.0,0.0,0.0,0.0017836812555718498,0.6184292610117978,2.4047468320794205e-05,0.0035672490562408243
104_1b1_Pl_sc_Litt3200.wav,5,6.0,0.0,0.0,0.0010176143266835897,0.25259646558509696,-6.576461706676566e-05,0.0020350030182614844
104_1b1_Pl_sc_Litt3200.wav,6,7.0,0.0,0.0,0.001758582546192916,0.2542808667786527,1.4307108982674707e-05,0.003516740928722978
104_1b1_Pl_sc_Litt3200.wav,7,8.0,0.0,0.0,0.0008817600271775811,0.24507799787571116,-1.8713198206139847e-05,0.0017634136387110427
104_1b1_Pl_sc_Litt3200.wav,8,9.0,0.0,0.0,0.0008088680813713063,0.23915505529455605,4.101509720233501e-06,0.0016177119502098676
104_1b1_Pl_sc_Litt3200.wav,9,10.0,0.0,0.0,0.001426090295453767,0.24047923432346605,-6.571879512109532e-06,0.0028521017229562315
104_1b1_Pl_sc_Litt3200.wav,10,11.0,0.0,0.0,0.0009784384222929117,0.2705527189076701,1.5112451676797004e-06,0.0019568399752504444
104_1b1_Pl_sc_Litt3200.wav,11,12.0,0.0,0.0,0.0005384974342622867,0.1891156049382951,-3.610458926352215e-06,0.0010769329687103008
104_1b1_Pl_sc_Litt3200.wav,12,13.0,0.0,0.0,0.0003255786917062775,0.17497136519643636,-6.193976864976085e-06,0.0006511321447542831
104_1b1_Pr_sc_Litt3200.wav,0,1.0,0.0,0.0,0.0007871054324809509,0.5923599145344396,-1.6953024370710425e-06,0.0015741649762907176
104_1b1_Pr_sc_Litt3200.wav,1,2.0,0.0,0.0,0.0023687626390100354,0.6672272428595678,9.731022885382592e-06,0.004737315029705244
104_1b1_Pr_sc_Litt3200.wav,2,3.0,0.0,0.0,0.0014408142706279039,0.7494303400955973,3.388946810514392e-05,0.0028815731934427073
104_1b1_Pr_sc_Litt3200.wav,3,4.0,0.0,0.0,0.001723086690558146,0.6995238090239577,-1.612475290173796e-05,0.0034460539917734504
104_1b1_Pr_sc_Litt3200.wav,4,5.0,0.0,0.0,0.0017872537802391534,0.6833713991930719,-2.893857703364574e-05,0.003574433508115339
104_1b1_Pr_sc_Litt3200.wav,5,6.0,0.0,0.0,0.0036353814072295544,0.5383532261382415,3.2240649052409175e-07,0.0072705707203292655
104_1b1_Pr_sc_Litt3200.wav,6,7.0,0.0,0.0,0.001352029520113714,0.3631274519265386,2.4076977514873853e-05,0.0027039563414412446
104_1b1_Pr_sc_Litt3200.wav,7,8.0,0.0,0.0,0.003159614471102869,0.3330607395239158,1.2019010292355973e-05,0.006318848906787033
104_1b1_Pr_sc_Litt3200.wav,8,9.0,0.0,0.0,0.002294996393031624,0.4211311718077631,-4.198453402816981e-05,0.004589764303172807
104_1b1_Pr_sc_Litt3200.wav,9,10.0,0.0,0.0,0.002439017275681481,0.4075200848103451,3.454463697850966e-05,0.00487788892100258
105_1b1_Tc_sc_Meditron.wav,0,1.0,0.0,0.0,0.0005364980322913215,0.41443762647176297,-3.4140951229397923e-06,0.0010729743703637874
105_1b1_Tc_sc_Meditron.wav,1,2.0,0.0,0.0,0.000244607252904662,0.26265577021989894,-3.482368168948392e-06,0.0004892059727997344
105_1b1_Tc_sc_Meditron.wav,2,3.0,0.0,0.0,0.00010712999094961597,0.22879259129940438,8.912236907747006e-07,0.0002142562845742638
105_1b1_Tc_sc_Meditron.wav,3,4.0,0.0,0.0,0.00018370164050344776,0.23706147428968605,-7.060908538929983e-08,0.00036739150186287944
105_1b1_Tc_sc_Meditron.wav,4,5.0,0.0,0.0,9.045454609966475e-05,0.2442104432394115,-1.9941249062846382e-06,0.00018090638276257334
105_1b1_Tc_sc_Meditron.wav,5,6.0,0.0,0.0,7.000656969979596e-05,0.19827422607762946,3.934115198897124e-07,0.00014001088374262266
105_1b1_Tc_sc_Meditron.wav,6,7.0,0.0,0.0,1.7299436752778947e-05,0.14232129778626929,1.813324380749011e-06,3.4598318680774284e-05
105_1b1_Tc_sc_Meditron.wav,7,8.0,0.0,0.0,4.960754898244015e-05,0.4718901002843322,-1.506176027931518e-06,9.920510047415426e-05
106_2b1_Pl_mc_LittC2SE.wav,0,1.0,1.0,0.0,0.00010210773744262918,0.2720772542489766,2.7884526371297495e-06,0.00020420677116131494
106_2b1_Pl_mc_LittC2SE.wav,1,2.0,1.0,0.0,0.0007042556739315337,0.4104811101339142,2.1909156196640507e-08,0.0014084593540886908
106_2b1_Pl_mc_LittC2SE.wav,2,3.0,0.0,0.0,3.1232609356268415e-05,0.1725527177882149,1.5082637164978787e-06,6.246300386948067e-05
106_2b1_Pl_mc_LittC2SE.wav,3,4.0,1.0,0.0,0.0008618705940677369,0.39610934896334576,-9.355516473629571e-06,0.0017236775579697985
106_2b1_Pl_mc_LittC2SE.wav,4,5.0,1.0,0.0,0.0006316985188372611,0.3765064863004294,5.8135350869039645e-06,0.0012633487094273457
106_2b1_Pl_mc_LittC2SE.wav,5,6.0,1.0,0.0,0.0007304796527560197,0.2934727567789888,-1.7507914854389307e-05,0.001460931699614577
106_2b1_Pl_mc_LittC2SE.wav,6,7.0,1.0,0.0,0.0006696341875889207,0.3574318667184486,5.664495115290866e-06,0.0013392174659759113
106_2b1_Pl_mc_LittC2SE.wav,7,8.0,1.0,0.0,0.00025422252405324944,0.34096311093567283,-4.044875003924487e-06,0.0005084259451215235
106_2b1_Pl_mc_LittC2SE.wav,8,9.0,1.0,0.0,0.0013865924594588161,0.26022445224471974,-6.419829474740717e-05,0.002773018800257101
106_2b1_Pr_mc_LittC2SE.wav,0,1.0,0.0,1.0,0.00020504084163387886,0.1941240138745965,2.2739888854148582e-05,0.00041007245384564595
106_2b1_Pr_mc_LittC2SE.wav,1,2.0,0.0,1.0,0.0010846180780489235,0.35634175142338753,-7.810325543734109e-06,0.0021691574579351678
106_2b1_Pr_mc_LittC2SE.wav,2,3.0,0.0,0.0,4.3308120890522974e-05,0.13196741013217955,-3.0994773571814447e-06,8.661467932629126e-05
106_2b1_Pr_mc_LittC2SE.wav,3,4.0,0.0,1.0,0.002035191323418573,0.5426174425380729,2.413693601325159e-06,0.004070309221939122
106_2b1_Pr_mc_LittC2SE.wav,4,5.0,0.0,1.0,0.0011809798659535575,0.3812221432586632,5.883625293166301e-06,0.002361870989807179
106_2b1_Pr_mc_LittC2SE.wav,5,6.0,0.0,1.0,0.0013900887351556575,0.3144267978051208,5.238761491937711e-06,0.002780068546260607
106_2b1_Pr_mc_LittC2SE.wav,6,7.0,0.0,1.0,0.0006711941632274547,0.30590649088917776,-6.010567502048112e-06,0.0013423636900519135
106_2b1_Pr_mc_LittC2SE.wav,7,8.0,0.0,1.0,0.000528437579955664,0.2954621496311232,-4.926422949821175e-06,0.001056854447428282
106_2b1_Pr_mc_LittC2SE.wav,8,9.0,0.0,0.0,0.0017753132100537343,0.31616508989372155,-6.185041054432059e-07,0.0035504387548632786
107_2b3_Al_mc_AKGC417L.wav,0,1.0,1.0,0.0,1.4216954658138644e-05,0.21501940640446685,-2.5369213932044796e-05,2.8433157016845693e-05
107_2b3_Al_mc_AKGC417L.wav,1,2.0,1.0,0.0,0.0008101612582819244,0.8460486027886428,1.195835655976203e-05,0.0016202955606078252
107_2b3_Al_mc_AKGC417L.wav,2,3.0,1.0,0.0,0.0006703974873370503,0.6643193618495702,5.19592579594527e-08,0.0013407715522197883
107_2b3_Al_mc_AKGC417L.wav,3,4.0,1.0,0.0,0.0007391137532882308,0.5926815008367637,1.376466216432984e-05,0.0014782017920110622
107_2b3_Al_mc_AKGC417L.wav,4,5.0,1.0,0.0,0.0006954975388093973,0.7516061574124948,2.8004518786860453e-06,0.001390947755203417
107_2b3_Al_mc_AKGC417L.wav,5,6.0,1.0,0.0,0.000665285886798671,0.6100027701582305,-1.5971620838032026e-05,0.0013305208328709404
107_2b3_Al_mc_AKGC417L.wav,6,7.0,1.0,0.0,0.00033674710372786384,0.49117509411097016,1.3936943996890333e-05,0.0006734819362253608
107_2b3_Al_mc_AKGC417L.wav,7,8.0,0.0,0.0,0.0009183321514624615,0.4764619505927768,-3.5128403827945306e-05,0.0018365052155015433
107_2b3_Ar_mc_AKGC417L.wav,0,1.0,1.0,0.0,0.0018079448646398024,1.0105992557383776,2.3500706250169514e-05,0.003615794060697498
107_2b3_Ar_mc_AKGC417L.wav,1,2.0,1.0,1.0,0.0031823964376173383,1.599474903535099,-1.4207549561056335e-05,0.00636468698947731
107_2b3_Ar_mc_AKGC417L.wav,2,3.0,1.0,1.0,0.0007484595068045734,1.2545962832904682,-3.63486788537323e-06,0.001496892863811551
107_2b3_Ar_mc_AKGC417L.wav,3,4.0,1.0,1.0,0.00514987542727803,1.9848739362341286,2.434806404094116e-05,0.010299571684830307
107_2b3_Ar_mc_AKGC417L.wav,4,5.0,1.0,1.0,0.0011346734353904718,1.1768689433029071,-1.4784988455915464e-05,0.0022692696663558646
107_2b3_Ar_mc_AKGC417L.wav,5,6.0,1.0,1.0,0.0030521379889012074,1.6195276184914678,0.00010747824051313815,0.006104042276578149
107_2b3_Ar_mc_AKGC417L.wav,6,7.0,1.0,1.0,0.0017043338636121672,1.1279725969662802,4.663987597449486e-05,0.0034086056204586613
107_2b3_Ar_mc_AKGC417L.wav,7,8.0,1.0,1.0,0.005767814032689726,1.5686602842660666,1.8863275802743012e-05,0.011534628877153784
107_2b3_Ll_mc_AKGC417L.wav,0,1.0,1.0,0.0,0.00029378439227024,0.42748536747245813,-7.794726283433247e-05,0.0005875532387476834
107_2b3_Ll_mc_AKGC417L.wav,1,2.0,1.0,0.0,0.0015935590334458746,0.8484800505348995,1.2412383162754926e-05,0.003187065045463253
107_2b3_Ll_mc_AKGC417L.wav,2,3.0,1.0,0.0,0.0012901404699689183,0.8002437285611265,-8.030953616860095e-06,0.002580235864804374
107_2b3_Ll_mc_AKGC417L.wav,3,4.0,1.0,0.0,0.0016490654550441724,0.9569005946954608,-1.4399913350075953e-06,0.0032980735373208878
107_2b3_Ll_mc_AKGC417L.wav,4,5.0,1.0,0.0,0.0019080516092852143,1.1830303053452549,-9.469218952366893e-05,0.003815973392646138
107_2b3_Ll_mc_AKGC417L.wav,5,6.0,1.0,0.0,0.0020172576371028763,0.950815274724882,4.6016501508092075e-05,0.004034360813437213
107_2b3_Ll_mc_AKGC417L.wav,6,7.0,1.0,0.0,0.0008572917146173716,0.6742579907198667,3.0901767792624076e-05,0.0017145521891022962
107_2b3_Ll_mc_AKGC417L.wav,7,8.0,1.0,0.0,0.0019355987134394945,0.9501589461666491,1.5697778802506567e-05,0.003870862113113126
107_2b3_Lr_mc_AKGC417L.wav,0,1.0,0.0,0.0,8.613847472538449e-06,0.13143430009473306,-1.4196982813578663e-05,1.7227239137717782e-05
107_2b3_Lr_mc_AKGC417L.wav,1,2.0,1.0,0.0,0.000981479977960397,0.8040671393067811,1.7575915456480424e-05,0.0019629272997910997
107_2b3_Lr_mc_AKGC417L.wav,2,3.0,1.0,0.0,0.0006385737737288114,0.8849703159875844,-2.074824043459221e-05,0.0012771252368652909
107_2b3_Lr_mc_AKGC417L.wav,3,4.0,1.0,0.0,0.0004937800741837847,0.6964931506095301,4.603650251565243e-05,0.0009875429692257202
107_2b3_Lr_mc_AKGC417L.wav,4,5.0,1.0,0.0,0.001322605659343116,0.9648783675277142,-2.8419141035898482e-05,0.002645121327146506
107_2b3_Lr_mc_AKGC417L.wav,5,6.0,1.0,0.0,0.000515001975769889,0.6484705887331594,2.9356352409689943e-05,0.0010299645180041142
107_2b3_Lr_mc_AKGC417L.wav,6,7.0,1.0,0.0,0.0019479689514628278,1.0861456319264007,-8.725287891344704e-07,0.003895866917977348
107_2b3_Lr_mc_AKGC417L.wav,7,8.0,1.0,0.0,0.0023338337492357897,0.8198500194497935,-5.307815289395781e-06,0.0046672631963928886
107_2b3_Pl_mc_AKGC417L.wav,0,1.0,0.0,0.0,0.009412422982447214,1.5910519340323153,1.746302833027375e-05,0.018824347900391177
107_2b3_Pl_mc_AKGC417L.wav,1,2.0,0.0,0.0,0.0028784573012736034,1.2510836734392496,0.00012884655969068435,0.00575681882955432
107_2b3_Pl_mc_AKGC417L.wav,2,3.0,0.0,0.0,0.02290220233527074,2.1740476270524245,-9.536042400831618e-05,0.045803604509744376
107_2b3_Pl_mc_AKGC417L.wav,3,4.0,0.0,0.0,0.009044266303204348,1.5252054815514586,-7.036032889127932e-05,0.018088217946620116
107_2b3_Pl_mc_AKGC417L.wav,4,5.0,0.0,0.0,0.02044050805624128,2.2522537799270754,2.677266926577971e-06,0.04087962531789479
107_2b3_Pl_mc_AKGC417L.wav,5,6.0,0.0,0.0,0.03135561000016467,2.1272291715719662,-2.4616691057924626e-05,0.06270881911135533
107_2b3_Pl_mc_AKGC417L.wav,6,7.0,0.0,0.0,0.009341884209269322,1.4830027960634737,2.0020179792869887e-05,0.01868342799567554
107_2b3_Pl_mc_AKGC417L.wav,7,8.0,0.0,0.0,0.03567456739089935,1.9671445390599789,4.6548076567112414e-05,0.0713429546921684
107_2b3_Pr_mc_AKGC417L.wav,0,1.0,0.0,0.0,0.004304095016664556,1.145514229079802,-2.822436341732457e-05,0.008607962279333099
107_2b3_Pr_mc_AKGC417L.wav,1,2.0,1.0,0.0,0.0018249202711354611,1.138929146742305,4.850360058294025e-06,0.0036497798229140383
107_2b3_Pr_mc_AKGC417L.wav,2,3.0,1.0,1.0,0.0064127427518240595,1.3290300424635069,2.1313200309046142e-05,0.0128252614542193
107_2b3_Pr_mc_AKGC417L.wav,3,4.0,0.0,0.0,0.0032692044433635576,1.3246759972321636,6.9348211667023385e-06,0.006538295147575204
107_2b3_Pr_mc_AKGC417L.wav,4,5.0,1.0,0.0,0.006125406278864616,1.3320784055013637,4.045942529538865e-05,0.012250395778367536
107_2b3_Pr_mc_AKGC417L.wav,5,6.0,1.0,1.0,0.005143802687845606,1.4776320126969833,-8.754684292638202e-06,0.010287211516373608
107_2b3_Pr_mc_AKGC417L.wav,6,7.0,1.0,0.0,0.008153423789781827,1.3842477823801658,-3.6905611765693904e-06,0.016306550464783763
107_2b3_Pr_mc_AKGC417L.wav,7,8.0,1.0,1.0,0.012201188828517484,1.4247240465261766,3.988060890444124e-05,0.024400263982053853
107_2b3_Tc_mc_AKGC417L.wav,0,1.0,0.0,0.0,0.0003536953172768239,0.6331453925784518,3.039877638104898e-07,0.0007073719185351657
107_2b3_Tc_mc_AKGC417L.wav,1,2.0,0.0,0.0,0.00023033391985053823,0.6326210727853798,4.5006623408693134e-06,0.0004606601759539511
107_2b3_Tc_mc_AKGC417L.wav,2,3.0,0.0,0.0,0.00021635771841017995,0.3547559073467309,4.889891160275275e-07,0.00043270787767989437
107_2b3_Tc_mc_AKGC417L.wav,3,4.0,1.0,0.0,0.00013801644840652307,0.2986770369374743,1.7077400256486796e-06,0.0002760280950718081
107_2b3_Tc_mc_AKGC417L.wav,4,5.0,0.0,0.0,9.541629563727847e-05,0.2589007390836092,8.235401293677428e-06,0.00019082609904514704
107_2b3_Tc_mc_AKGC417L.wav,5,6.0,0.0,0.0,0.00011232614320285707,0.24056581279874795,2.7420407941211017e-06,0.0002246436856290523
107_2b3_Tc_mc_AKGC417L.wav,6,7.0,0.0,0.0,0.000928387747742051,1.1567551249398167,-2.039320389911374e-05,0.0018567416645771805
107_2b3_Tc_mc_AKGC417L.wav,7,8.0,1.0,0.0,0.0005664425901205074,0.6804011734860588,3.0863669374057788e-06,0.0011327870524644673
107_2b4_Al_mc_AKGC417L.wav,0,1.0,1.0,0.0,0.0013743926651643942,0.7645461752772692,6.716926533500065e-05,0.0027487332384297136
